num_respondents,num_tasks,num_attrbs,num_lvls,true_coef,est_coef,est_se,est_se_robust,sig,sig_robust,in_ci95,in_ci95_robust,typeS,typeS_robust,typeM,typeM_robust
7558,1,5,2,0.01,-0.00256930216573845,0.00813637272662406,0.00822497186007416,0,0,1,1,,,,
7558,1,5,2,0.01,0.01434772290664,0.00813082260499555,0.008280786785926,0,0,1,1,,,,
7558,1,5,2,0.01,0.0230663334083571,0.00813139472466072,0.00822643846412476,1,1,1,1,1,1,2.30663334083571,2.30663334083571
7558,1,5,2,0.01,0.0236681453145923,0.00813013018129838,0.008285722225104,1,1,1,1,1,1,2.36681453145923,2.36681453145923
7558,1,5,2,0.01,0.0173622254462982,0.00813131697066395,0.00826215758555511,1,1,1,1,1,1,1.73622254462982,1.73622254462982
7558,1,5,2,0.01,0.00473660473963528,0.00813306021727877,0.00827299303068731,0,0,1,1,,,,
7558,1,5,2,0.01,0.003872533540143,0.00812942206373671,0.00837637880366635,0,0,1,1,,,,
7558,1,5,2,0.01,0.0059478865118132,0.00813117052899553,0.00818963459460942,0,0,1,1,,,,
7558,1,5,2,0.01,0.0222822498336715,0.0081321564842494,0.0083028195611342,1,1,1,1,1,1,2.22822498336715,2.22822498336715
7558,1,5,2,0.01,0.0112640538722873,0.00813300306502682,0.00823753419879201,0,0,1,1,,,,
7558,1,5,2,0.01,0.00428519338759816,0.00813509354963871,0.00820305711499081,0,0,1,1,,,,
7558,1,5,2,0.01,-0.00518822241913035,0.00813360124836945,0.00826432286388986,0,0,1,1,,,,
7558,1,5,2,0.01,0.00592819722868522,0.00813475565317624,0.00831153028658661,0,0,1,1,,,,
7558,1,5,2,0.01,0.0120274241924478,0.00813228255703165,0.00826193428245611,0,0,1,1,,,,
7558,1,5,2,0.01,0.00601924540068149,0.00813550863802654,0.00826046031847995,0,0,1,1,,,,
7558,1,5,2,0.01,0.0206491307884135,0.00813297987163884,0.00824307412931382,1,1,1,1,1,1,2.06491307884135,2.06491307884135
7558,1,5,2,0.01,0.0124128512781223,0.00813344252309892,0.00820919899461502,0,0,1,1,,,,
7558,1,5,2,0.01,0.0155755264544483,0.00812875365868493,0.00827876231376556,0,0,1,1,,,,
7558,1,5,2,0.01,0.000640709664685354,0.0081345198318521,0.00829376179512999,0,0,1,1,,,,
7558,1,5,2,0.01,0.0053910736382478,0.00813612350708555,0.00824737691753171,0,0,1,1,,,,
7558,1,5,2,0.01,0.0106582989166652,0.0081310111176307,0.00831703547156651,0,0,1,1,,,,
7558,1,5,2,0.01,0.0113234416149817,0.00813491750227369,0.00833841733936026,0,0,1,1,,,,
7558,1,5,2,0.01,0.011909206657937,0.00813156147868475,0.00825189518636462,0,0,1,1,,,,
7558,1,5,2,0.01,0.00561037104395201,0.0081319984115385,0.00820705097512392,0,0,1,1,,,,
7558,1,5,2,0.01,-0.00236897397578395,0.00813406062815978,0.00824169374587942,0,0,1,1,,,,
7558,1,5,2,0.01,0.00838792196574977,0.00813100951101369,0.00822958372041785,0,0,1,1,,,,
7558,1,5,2,0.01,0.0225013375497598,0.00813363321085609,0.00826059495991529,1,1,1,1,1,1,2.25013375497598,2.25013375497598
7558,1,5,2,0.01,0.0178594727151122,0.00813201068487289,0.00826686923638812,1,1,1,1,1,1,1.78594727151122,1.78594727151122
7558,1,5,2,0.01,-0.00476863538193399,0.00813361532137325,0.00830180560686842,0,0,1,1,,,,
7558,1,5,2,0.01,0.00990229938910361,0.00813461432308499,0.00824158590347646,0,0,1,1,,,,
7558,1,5,2,0.01,0.0231566519688947,0.00813168318295808,0.00832684254647327,1,1,1,1,1,1,2.31566519688947,2.31566519688947
7558,1,5,2,0.01,0.00694490610010383,0.00813516138751559,0.00826791698897663,0,0,1,1,,,,
7558,1,5,2,0.01,0.0217934289045573,0.00813229291814291,0.00827818438705526,1,1,1,1,1,1,2.17934289045573,2.17934289045573
7558,1,5,2,0.01,0.0160618382199187,0.00813126357639261,0.00826758206804535,1,0,1,1,1,,1.60618382199187,
7558,1,5,2,0.01,0.000653322584900006,0.00813468792575515,0.00828015496205254,0,0,1,1,,,,
7558,1,5,2,0.01,0.00923639740635782,0.00813434106548155,0.00820941839875377,0,0,1,1,,,,
7558,1,5,2,0.01,0.00115161031252335,0.00813208503725558,0.00823250619100613,0,0,1,1,,,,
7558,1,5,2,0.01,0.00611143861616283,0.00813507316006973,0.00820147797646275,0,0,1,1,,,,
7558,1,5,2,0.01,0.0229789133047614,0.00812949986868301,0.00823567549414803,1,1,1,1,1,1,2.29789133047614,2.29789133047614
7558,1,5,2,0.01,0.00294501651215667,0.00813516205672199,0.00835899195269908,0,0,1,1,,,,
7558,1,5,2,0.01,0.0250607700917462,0.00813418470996182,0.00823370091204035,1,1,1,1,1,1,2.50607700917462,2.50607700917462
7558,1,5,2,0.01,0.0135357066052095,0.00813403010867252,0.00823861467203465,0,0,1,1,,,,
7558,1,5,2,0.01,0.00849509584380102,0.00813266875740726,0.00828238464739969,0,0,1,1,,,,
7558,1,5,2,0.01,0.00779302790740921,0.00813052409427532,0.00821301558962425,0,0,1,1,,,,
7558,1,5,2,0.01,0.0232811320238346,0.00813251891332031,0.00824513093849783,1,1,1,1,1,1,2.32811320238346,2.32811320238346
7558,1,5,2,0.01,0.0186930728827161,0.0081327303909108,0.00825037105401944,1,1,1,1,1,1,1.86930728827161,1.86930728827161
7558,1,5,2,0.01,0.006308886217431,0.00813617762313375,0.00830595808057662,0,0,1,1,,,,
7558,1,5,2,0.01,-0.00793722373190743,0.00813297289969638,0.00820392799934519,0,0,0,0,,,,
7558,1,5,2,0.01,0.00206776441034463,0.00813373984868813,0.00818492468070699,0,0,1,1,,,,
7558,1,5,2,0.01,0.000145811455038615,0.00813257044113634,0.00826246321141078,0,0,1,1,,,,
7558,1,5,2,0.01,0.0107842467289753,0.00813449426740194,0.00826285223454977,0,0,1,1,,,,
7558,1,5,2,0.01,-0.000700599113186475,0.00813019772959218,0.00828994997921076,0,0,1,1,,,,
7558,1,5,2,0.01,0.014790027953082,0.00813078365710428,0.00836137744293588,0,0,1,1,,,,
7558,1,5,2,0.01,0.0181703631680001,0.00813079472613224,0.00830707625912364,1,1,1,1,1,1,1.81703631680001,1.81703631680001
7558,1,5,2,0.01,-0.00419088048601758,0.00813727027731476,0.00823951701017117,0,0,1,1,,,,
7558,1,5,2,0.01,0.0177516139568894,0.00813122296934976,0.00836035089147871,1,1,1,1,1,1,1.77516139568894,1.77516139568894
7558,1,5,2,0.01,0.00707522506533234,0.00813199117247381,0.00838257272108361,0,0,1,1,,,,
7558,1,5,2,0.01,0.0054064006514939,0.00813274426144067,0.00821751049026195,0,0,1,1,,,,
7558,1,5,2,0.01,0.0196833972141978,0.00813233291571848,0.00819112403836548,1,1,1,1,1,1,1.96833972141978,1.96833972141978
7558,1,5,2,0.01,0.0161312173626653,0.00813400672409559,0.00826741986948652,1,0,1,1,1,,1.61312173626653,
7558,1,5,2,0.01,0.00794704348121021,0.00813222491767513,0.00823842728088369,0,0,1,1,,,,
7558,1,5,2,0.01,-0.0198996770374447,0.00813167984513422,0.00831321908855944,1,1,0,0,0,0,-1.98996770374447,-1.98996770374447
7558,1,5,2,0.01,0.0116760032235184,0.00813352983978183,0.00834617581922264,0,0,1,1,,,,
7558,1,5,2,0.01,0.0181009186683983,0.008132249921176,0.00829159086772868,1,1,1,1,1,1,1.81009186683983,1.81009186683983
7558,1,5,2,0.01,0.0247023333798371,0.00812865535248827,0.00828517683956281,1,1,1,1,1,1,2.47023333798371,2.47023333798371
7558,1,5,2,0.01,0.00561305973514934,0.00813258870819546,0.00831845674750977,0,0,1,1,,,,
7558,1,5,2,0.01,0.0118010507739538,0.00813287640214426,0.00819141584691747,0,0,1,1,,,,
7558,1,5,2,0.01,0.0115132960100778,0.00813321644690137,0.00827522336382878,0,0,1,1,,,,
7558,1,5,2,0.01,0.0140414546306989,0.00813470996321623,0.00832029891612387,0,0,1,1,,,,
7558,1,5,2,0.01,-0.00094879139568271,0.00813198689316906,0.00831303626814092,0,0,1,1,,,,
7558,1,5,2,0.01,0.00961449344655118,0.00813168109465516,0.00827976260884344,0,0,1,1,,,,
7558,1,5,2,0.01,0.00988050073817949,0.00813460465058493,0.00833483481049189,0,0,1,1,,,,
7558,1,5,2,0.01,0.0253568794480602,0.0081318848035738,0.00826363680619661,1,1,1,1,1,1,2.53568794480602,2.53568794480602
7558,1,5,2,0.01,-0.00802714741697254,0.00813441857356381,0.00818240842627616,0,0,0,0,,,,
7558,1,5,2,0.01,0.0115366564782621,0.00812970253388477,0.00819456620065274,0,0,1,1,,,,
853,10,5,14,0.01,-0.0132704162846641,0.0200757202353758,0.0195963648892694,0,0,1,1,,,,
853,10,5,14,0.01,-0.00163111476919486,0.0203997851074392,0.0199481002806321,0,0,1,1,,,,
853,10,5,14,0.01,-0.0261805146628272,0.0205643414664562,0.0208654965865441,0,0,1,1,,,,
853,10,5,14,0.01,0.0171432377904145,0.0202041689772014,0.0201850581176765,0,0,1,1,,,,
853,10,5,14,0.01,-0.00232806679940533,0.0203947921951651,0.0200097525202885,0,0,1,1,,,,
853,10,5,14,0.01,0.0167289457607632,0.0203741854830366,0.0194752262162603,0,0,1,1,,,,
853,10,5,14,0.01,0.0632642919589678,0.0199864716691461,0.0204035820917604,1,1,0,0,1,1,6.32642919589678,6.32642919589678
853,10,5,14,0.01,0.0260191457838641,0.0201938857563052,0.0200059509450329,0,0,1,1,,,,
853,10,5,14,0.01,-0.0156370845269416,0.0203780442270145,0.0203148632423949,0,0,1,1,,,,
853,10,5,14,0.01,-0.00786833975487431,0.0201391863906066,0.0196350206789147,0,0,1,1,,,,
853,10,5,14,0.01,0.00201151690917305,0.0201305517536349,0.0198763495410777,0,0,1,1,,,,
853,10,5,14,0.01,0.0197041152301353,0.0202905850897457,0.020598765855636,0,0,1,1,,,,
853,10,5,14,0.01,-0.0162087721002316,0.0200873566894291,0.0202373375979172,0,0,1,1,,,,
853,10,5,14,0.01,-0.0394173449195257,0.0202097907068828,0.0201480485841672,0,0,0,0,,,,
853,10,5,14,0.01,-0.018136856001091,0.0203126333927141,0.0198828380341471,0,0,1,1,,,,
853,10,5,14,0.01,0.0313506640771224,0.0198453525818252,0.0202381160246285,0,0,1,1,,,,
853,10,5,14,0.01,-0.00375269558937903,0.0202662618464613,0.0198309537177883,0,0,1,1,,,,
853,10,5,14,0.01,-0.00270933756049667,0.0199564472507969,0.019155627546885,0,0,1,1,,,,
853,10,5,14,0.01,0.00512152207438022,0.0201006493396499,0.0198161101709952,0,0,1,1,,,,
853,10,5,14,0.01,-0.0217472725028593,0.0204326878242255,0.0211005920888965,0,0,1,1,,,,
853,10,5,14,0.01,0.035410692174109,0.02043861155412,0.0199162951938119,0,0,1,1,,,,
853,10,5,14,0.01,0.0199488643237126,0.0201660642647377,0.0202469920972442,0,0,1,1,,,,
853,10,5,14,0.01,0.00363653662737606,0.0204923219697599,0.0204381815900926,0,0,1,1,,,,
853,10,5,14,0.01,0.00905821747666238,0.0205522654041396,0.0214949213608026,0,0,1,1,,,,
853,10,5,14,0.01,0.0106382749182568,0.0201163300901431,0.0197619115258088,0,0,1,1,,,,
853,10,5,14,0.01,-0.0181504242110848,0.0203698656090986,0.0204183420029917,0,0,1,1,,,,
853,10,5,14,0.01,-0.0112228091086155,0.0204211130826532,0.0210244512059465,0,0,1,1,,,,
853,10,5,14,0.01,0.0279127204135367,0.0200979502710683,0.0198295554648494,0,0,1,1,,,,
853,10,5,14,0.01,0.0194928365796444,0.0204794809332021,0.0207672360447349,0,0,1,1,,,,
853,10,5,14,0.01,-0.011679089722997,0.0206206014914421,0.0198828452928075,0,0,1,1,,,,
853,10,5,14,0.01,0.026090551660021,0.0203208304801305,0.021038622943291,0,0,1,1,,,,
853,10,5,14,0.01,0.0184429162827239,0.02012886974247,0.0201523890590999,0,0,1,1,,,,
853,10,5,14,0.01,0.00756122901732193,0.0201086834538002,0.0196431163199768,0,0,1,1,,,,
853,10,5,14,0.01,0.0279672673030231,0.0200991306059477,0.019952979010476,0,0,1,1,,,,
853,10,5,14,0.01,-0.038961279719628,0.0202614299210304,0.0206133369889003,0,0,0,0,,,,
853,10,5,14,0.01,-0.0338391473612934,0.0205287599713594,0.0195855316492655,0,0,0,0,,,,
853,10,5,14,0.01,0.00846624237977771,0.0200929275702699,0.0210928364410678,0,0,1,1,,,,
853,10,5,14,0.01,-0.0135994222166057,0.0199585736389522,0.0198601685455505,0,0,1,1,,,,
853,10,5,14,0.01,0.0301414163827507,0.0197283646549604,0.0199678054096277,0,0,1,1,,,,
853,10,5,14,0.01,0.0184980565380694,0.0201317043533232,0.019764162260218,0,0,1,1,,,,
853,10,5,14,0.01,0.00506468585795309,0.0202138406174082,0.0202333147793553,0,0,1,1,,,,
853,10,5,14,0.01,0.0245858641950155,0.0202016716473312,0.0209521504622938,0,0,1,1,,,,
853,10,5,14,0.01,0.00589059861508288,0.0204445602209941,0.0211291527542488,0,0,1,1,,,,
853,10,5,14,0.01,0.0286134020738466,0.0204462026298954,0.0203541257198224,0,0,1,1,,,,
853,10,5,14,0.01,-0.015654905975942,0.0203372232695443,0.0204969406257511,0,0,1,1,,,,
853,10,5,14,0.01,0.0216434646973038,0.020058822671372,0.0192077525811827,0,0,1,1,,,,
853,10,5,14,0.01,0.0194274971705986,0.0203476469653637,0.0200057646585242,0,0,1,1,,,,
853,10,5,14,0.01,0.0410225560434108,0.0202722079632048,0.0216088446703237,1,0,1,1,1,,4.10225560434108,
853,10,5,14,0.01,0.00106930596159842,0.0201675399353736,0.0197039728682709,0,0,1,1,,,,
853,10,5,14,0.01,0.0210452057690801,0.0203911635179896,0.0211177560230843,0,0,1,1,,,,
853,10,5,14,0.01,0.00219200933328396,0.0201103272428579,0.0196656042038285,0,0,1,1,,,,
853,10,5,14,0.01,0.0303992303385779,0.020690852139708,0.0214464184776865,0,0,1,1,,,,
853,10,5,14,0.01,0.00715484097061234,0.0203396672634256,0.0198086692339367,0,0,1,1,,,,
853,10,5,14,0.01,-0.00230233742073961,0.0202377412130241,0.0211130487618234,0,0,1,1,,,,
853,10,5,14,0.01,0.00803938633528806,0.0198301897190251,0.0195527137105122,0,0,1,1,,,,
853,10,5,14,0.01,0.0173719218339037,0.0204825495445372,0.020673754313082,0,0,1,1,,,,
853,10,5,14,0.01,0.0167351739631968,0.0202850088735117,0.0204355400208743,0,0,1,1,,,,
853,10,5,14,0.01,0.00584650103847189,0.0200348935130605,0.0205413234945431,0,0,1,1,,,,
853,10,5,14,0.01,0.00592903933906346,0.020352115824821,0.0202822465884442,0,0,1,1,,,,
853,10,5,14,0.01,-0.0212927136909475,0.0203958328395951,0.0212305648454994,0,0,1,1,,,,
853,10,5,14,0.01,0.0433601412317465,0.0202404555826119,0.0197920547116128,1,1,1,1,1,1,4.33601412317465,4.33601412317465
853,10,5,14,0.01,0.0131526851259968,0.020378210703219,0.0202233476732431,0,0,1,1,,,,
853,10,5,14,0.01,0.0429190238506519,0.0201772861020628,0.0209972673552214,1,1,1,1,1,1,4.29190238506519,4.29190238506519
853,10,5,14,0.01,0.0165739381196978,0.0202107207576099,0.0201633692638721,0,0,1,1,,,,
853,10,5,14,0.01,0.0113928778369963,0.0206529507635398,0.0206447863646911,0,0,1,1,,,,
853,10,5,14,0.01,0.00349853281381619,0.0200825001574809,0.0204252826722879,0,0,1,1,,,,
853,10,5,14,0.01,-0.00309083970584539,0.0205614846339018,0.0209937448957961,0,0,1,1,,,,
853,10,5,14,0.01,0.0137928582303317,0.0202045516237153,0.0209794701684492,0,0,1,1,,,,
853,10,5,14,0.01,-0.00918160613414518,0.0202679630856808,0.0195796540984309,0,0,1,1,,,,
853,10,5,14,0.01,-0.0288826605896664,0.0202795219027745,0.0203502517816999,0,0,1,1,,,,
853,10,5,14,0.01,-0.00950483060154691,0.0205717776780332,0.0201098596846832,0,0,1,1,,,,
853,10,5,14,0.01,0.0204326734431801,0.0198750961743297,0.0198620863609263,0,0,1,1,,,,
853,10,5,14,0.01,-0.0304325959643867,0.0201186666913865,0.0206466215315715,0,0,0,1,,,,
853,10,5,14,0.01,0.017863145554196,0.0202683083492694,0.0200880844512589,0,0,1,1,,,,
853,10,5,14,0.01,0.00950740839258346,0.0199651074294149,0.0202954989734585,0,0,1,1,,,,
853,10,5,14,0.01,-0.0120539743796629,0.0200604286627152,0.0213883246047579,0,0,1,1,,,,
853,10,5,14,0.01,-0.00826509867376997,0.0206723661558439,0.0208860632802524,0,0,1,1,,,,
853,10,5,14,0.01,-5.26460561653659e-05,0.0203086792529815,0.0208814731485292,0,0,1,1,,,,
853,10,5,14,0.01,-0.00500570609943587,0.0205566906255652,0.0206775528612183,0,0,1,1,,,,
853,10,5,14,0.01,0.000191280631445805,0.0204103728968917,0.020154317371625,0,0,1,1,,,,
853,10,5,14,0.01,0.0246994885496891,0.0203646554301797,0.0204335550734366,0,0,1,1,,,,
853,10,5,14,0.01,0.00423780673223126,0.0205877168141881,0.0206062624865373,0,0,1,1,,,,
853,10,5,14,0.01,0.0136569297390022,0.0200858578697364,0.0201202233631636,0,0,1,1,,,,
853,10,5,14,0.01,0.0104747880366273,0.0203482355085859,0.019846925006785,0,0,1,1,,,,
853,10,5,14,0.01,-0.00973376843147527,0.0200617736593626,0.0195455682048655,0,0,1,1,,,,
853,10,5,14,0.01,-0.00265044654985999,0.0198642371851937,0.0195237772213582,0,0,1,1,,,,
853,10,5,14,0.01,0.00175954103345505,0.0200493990565689,0.0204521931776891,0,0,1,1,,,,
853,10,5,14,0.01,0.00110305318591766,0.0203098887535451,0.0204033965434079,0,0,1,1,,,,
853,10,5,14,0.01,0.0271222274643954,0.0205729010968526,0.0205287261556328,0,0,1,1,,,,
853,10,5,14,0.01,0.00335634374514515,0.0200285237552683,0.0193241647636273,0,0,1,1,,,,
853,10,5,14,0.01,-0.0243476421975446,0.0203625921744465,0.0203415037544555,0,0,1,1,,,,
853,10,5,14,0.01,-0.0129112166230573,0.0197177892311024,0.0192743708736598,0,0,1,1,,,,
853,10,5,14,0.01,-0.0153693434684452,0.0203839888256034,0.0199378525613707,0,0,1,1,,,,
853,10,5,14,0.01,0.0161228799109185,0.0204006078864145,0.0201785523253755,0,0,1,1,,,,
853,10,5,14,0.01,0.00364935513523862,0.0201916722889589,0.0194935675457442,0,0,1,1,,,,
853,10,5,14,0.01,0.0362424089575552,0.0203761019576527,0.0209364114464676,0,0,1,1,,,,
853,10,5,14,0.01,-0.0271589006903396,0.0199860790312554,0.0195398018348071,0,0,1,1,,,,
853,10,5,14,0.01,-0.010422220466312,0.0202799225646187,0.020177928002195,0,0,1,1,,,,
853,10,5,14,0.01,0.0198190005798598,0.0203258857888293,0.0199973908768108,0,0,1,1,,,,
853,10,5,14,0.01,0.0259422644979182,0.0203169617651166,0.0204618342655499,0,0,1,1,,,,
1500,10,5,11,0.01,0.0137868734214589,0.0136909224504688,0.013244239555817,0,0,1,1,,,,
1500,10,5,11,0.01,0.00290089355815494,0.0134505137916787,0.0134062191653726,0,0,1,1,,,,
1500,10,5,11,0.01,0.0116729239299225,0.0136488602688875,0.0134348548161288,0,0,1,1,,,,
1500,10,5,11,0.01,0.0197148615496196,0.0135747102632481,0.013556844646053,0,0,1,1,,,,
1500,10,5,11,0.01,0.00565133665605479,0.0135056522458973,0.0135259154988075,0,0,1,1,,,,
1500,10,5,11,0.01,0.024202773135901,0.0134491296489445,0.0126902785290844,0,0,1,1,,,,
1500,10,5,11,0.01,0.0297446249601493,0.0135606497093487,0.0136427110290977,1,1,1,1,1,1,2.97446249601493,2.97446249601493
1500,10,5,11,0.01,0.0195052629435182,0.0133322235391817,0.0132963023727488,0,0,1,1,,,,
1500,10,5,11,0.01,-0.00314699917630576,0.0135532679232146,0.0137624832952019,0,0,1,1,,,,
1500,10,5,11,0.01,0.0149590963808392,0.013531496837352,0.0134384399084947,0,0,1,1,,,,
1500,10,5,11,0.01,0.0347491089328006,0.0135756807762278,0.0138736902111848,1,1,1,1,1,1,3.47491089328006,3.47491089328006
1500,10,5,11,0.01,0.0318770872218702,0.0135780844519366,0.0133470332812002,1,1,1,1,1,1,3.18770872218702,3.18770872218702
1500,10,5,11,0.01,0.00319404350077269,0.013497291216605,0.0140511491287157,0,0,1,1,,,,
1500,10,5,11,0.01,-0.00309047234961933,0.0135264393726468,0.013377212230334,0,0,1,1,,,,
1500,10,5,11,0.01,-0.00883593253075684,0.013541315242821,0.0132998632355916,0,0,1,1,,,,
1500,10,5,11,0.01,0.0122171170380765,0.0135792806013925,0.0133909915678058,0,0,1,1,,,,
1500,10,5,11,0.01,0.00159816229308223,0.0136069710348573,0.0134185969071725,0,0,1,1,,,,
1500,10,5,11,0.01,0.0114089408745389,0.0135187828190125,0.0137114414518113,0,0,1,1,,,,
1500,10,5,11,0.01,0.0159256826566394,0.0136085418287218,0.0132679789799363,0,0,1,1,,,,
1500,10,5,11,0.01,-0.0189926216714925,0.0136178195604873,0.0137239894208645,0,0,0,0,,,,
1500,10,5,11,0.01,0.00743867036827564,0.0134706531353034,0.0132999798605255,0,0,1,1,,,,
1500,10,5,11,0.01,0.0201754809787476,0.013697544411804,0.0136696637575461,0,0,1,1,,,,
1500,10,5,11,0.01,0.0144456350956999,0.0135987765560372,0.0138972192700697,0,0,1,1,,,,
1500,10,5,11,0.01,0.0210934620683037,0.0134793262766467,0.0129760121043226,0,0,1,1,,,,
1500,10,5,11,0.01,0.0214798635859149,0.0135059990284798,0.0135424287571386,0,0,1,1,,,,
1500,10,5,11,0.01,0.0167565004156631,0.0135349129995306,0.0137077246164379,0,0,1,1,,,,
1500,10,5,11,0.01,-0.00178097533205302,0.0134501495408683,0.0135634685417336,0,0,1,1,,,,
1500,10,5,11,0.01,0.00345418591079304,0.0135419111374738,0.0131971030708142,0,0,1,1,,,,
1500,10,5,11,0.01,0.0162423469309806,0.0134990838838862,0.0135600959383634,0,0,1,1,,,,
1500,10,5,11,0.01,0.0099728153879454,0.0135323490562621,0.0137470104922983,0,0,1,1,,,,
1500,10,5,11,0.01,-0.00425997674550333,0.01349809587863,0.0135779281010055,0,0,1,1,,,,
1500,10,5,11,0.01,0.00821813772524873,0.013489406105297,0.0137833760419298,0,0,1,1,,,,
1500,10,5,11,0.01,0.00344932433700459,0.0133748065110941,0.0133919318092646,0,0,1,1,,,,
1500,10,5,11,0.01,0.0227674954045533,0.0135368567024131,0.0135897863399548,0,0,1,1,,,,
1500,10,5,11,0.01,0.0399814398161253,0.0135200554966001,0.0134550851771281,1,1,0,0,1,1,3.99814398161253,3.99814398161253
1500,10,5,11,0.01,0.0334884519923364,0.0135390707148026,0.0132420106287269,1,1,1,1,1,1,3.34884519923364,3.34884519923364
1500,10,5,11,0.01,0.00407474797639737,0.013689920655616,0.0135854827795038,0,0,1,1,,,,
1500,10,5,11,0.01,0.00620932100065799,0.0136796970280192,0.0140249852361632,0,0,1,1,,,,
1500,10,5,11,0.01,0.025534828759843,0.0135866027130449,0.0134988278053334,0,0,1,1,,,,
1500,10,5,11,0.01,0.00315861243187338,0.0136657085695614,0.0133168138265643,0,0,1,1,,,,
1500,10,5,11,0.01,0.0314537487465959,0.0134918894972,0.0139253949032003,1,1,1,1,1,1,3.14537487465959,3.14537487465959
1500,10,5,11,0.01,0.0121326096769202,0.0136208053090163,0.013943814383818,0,0,1,1,,,,
1500,10,5,11,0.01,0.00894853100609468,0.0135803299078425,0.0137443070576738,0,0,1,1,,,,
1500,10,5,11,0.01,-0.00351106577391204,0.0136866645682066,0.013812772297312,0,0,1,1,,,,
1500,10,5,11,0.01,0.0111600141676548,0.0135188512657852,0.0133465350094675,0,0,1,1,,,,
1500,10,5,11,0.01,-0.00214391354410218,0.0134098897383883,0.0135784035687447,0,0,1,1,,,,
1500,10,5,11,0.01,0.0122896053938317,0.0135887253576683,0.0138063005564607,0,0,1,1,,,,
1500,10,5,11,0.01,0.0102276875427749,0.013346955450589,0.0135736746337219,0,0,1,1,,,,
1500,10,5,11,0.01,0.00200781459443723,0.0137242116355362,0.0135274794785918,0,0,1,1,,,,
1500,10,5,11,0.01,0.00164115971037767,0.0136170676796737,0.0140943258662026,0,0,1,1,,,,
1500,10,5,11,0.01,0.0177040915096106,0.0134805234912243,0.0134412961359062,0,0,1,1,,,,
1500,10,5,11,0.01,0.0244179169600495,0.0135558948852554,0.0131145988437402,0,0,1,1,,,,
1500,10,5,11,0.01,0.00697257024596907,0.0134361886852695,0.0136469660337516,0,0,1,1,,,,
1500,10,5,11,0.01,0.0036297196376969,0.0135004222033823,0.0137705608379712,0,0,1,1,,,,
1500,10,5,11,0.01,-0.00614199347519174,0.0135515106867916,0.0133110165765121,0,0,1,1,,,,
1500,10,5,11,0.01,-0.00016801940204828,0.0134362171999389,0.0134305476675802,0,0,1,1,,,,
